timestamp,uob_100g_buy,uob_100g_sell,uob_1kg_buy,uob_1kg_sell,gold_spot_usd_avg,gold_spot_cnbc,gold_spot_goldprice_org,gold_cross_validated,usdsgd_avg,usdsgd_exchangerate_api,usdsgd_frankfurter,forex_cross_validated,spot_sgd_per_gram,spot_sgd_per_kg,uob_1kg_premium_sgd,uob_1kg_premium_pct,uob_spread_sgd,uob_spread_pct
2026-04-01T02:13:13.240986Z,19250.0,19631.0,192511.0,195473.0,4691.53,4691.53,No Data,False,1.2877,1.287323,1.2881,True,194.23,194233.35,-1722.35,-0.89,-2962.0,-1.54
2026-04-01T05:08:13.153909Z,19184.0,19565.0,191853.0,194816.0,4678.89,4678.89,No Data,False,1.2877,1.287323,1.2881,True,193.71,193710.05,-1857.05,-0.96,-2963.0,-1.54
2026-04-01T06:56:04.737144Z,19335.0,19716.0,193365.0,196326.0,4727.26,4727.26,No Data,False,1.2877,1.287323,1.2881,True,195.71,195712.61,-2347.61,-1.2,-2961.0,-1.53
2026-04-01T08:15:27.607402Z,19343.0,19724.0,193441.0,196402.0,4717.84,4717.84,No Data,False,1.2877,1.287323,1.2881,True,195.32,195322.61,-1881.61,-0.96,-2961.0,-1.53
2026-04-01T09:37:59.146457Z,19328.0,19708.0,193290.0,196249.0,4719.72,4719.72,No Data,False,1.2877,1.287323,1.2881,True,195.4,195400.44,-2110.44,-1.08,-2959.0,-1.53
2026-04-01T10:39:02.480768Z,19340.0,19721.0,193410.0,196371.0,4727.54,4727.54,No Data,False,1.2877,1.287323,1.2881,True,195.72,195724.2,-2314.2,-1.18,-2961.0,-1.53
2026-04-01T11:35:24.922485Z,19377.0,19758.0,193784.0,196744.0,4747.22,4747.22,No Data,False,1.2877,1.287323,1.2881,True,196.54,196538.97,-2754.97,-1.4,-2960.0,-1.53
2026-04-01T12:39:16.106237Z,19347.0,19728.0,193485.0,196445.0,4735.49,4735.49,No Data,False,1.2877,1.287323,1.2881,True,196.05,196053.34,-2568.34,-1.31,-2960.0,-1.53
2026-04-01T14:15:44.490600Z,19402.0,19783.0,194032.0,196992.0,4744.92,4744.92,No Data,False,1.2877,1.287323,1.2881,True,196.44,196443.75,-2411.75,-1.23,-2960.0,-1.53
2026-04-01T15:45:30.222107Z,19443.0,19824.0,194444.0,197405.0,4786.37,4786.37,No Data,False,1.2846,1.287323,1.2818,True,197.68,197675.07,-3231.07,-1.63,-2961.0,-1.52
